exam,subject,year,text,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
JAMB,Physics,1992,"In the diagram above, the hanging mass m2 is
adjusted until m1 is on the verge of sliding. The
coefficient of static friction between the mass m1
and the table is","m1
ms","m1g
ms","m2
m1","m2g
m1",,,
JAMB,Physics,1992,"A machine requires 1000J of work to raise a load of
500N through a vertical distance of 1.5m. Calculate
the efficiency of the machine.",80%,75%,50%,33%,,,
JAMB,Physics,1992,"In an experiment to determine Young’s Modulus
for a wire, several; loads are attached to the wire
and the corresponding extensions measured. The
tensile stress in each case depends on the",Load and the extension,Load and the raiud of the wire,Radius of the wire and the extension,"Extension and the original length of the
wire.",,,
JAMB,Physics,1992,"The figure above shows the height of two liquids
X and y when some air is sucked out of the
apparatus through the pump P. the diameter of the
tube in X is twice that of the Y. What is the relative
density of the liquid X with respect to liquid Y?",1/3,2/3,3,6,,,
JAMB,Physics,1992,"If a plastic sphere floats in water (density = 1000kg
m-3) with 0.5 of its volume submerged and floats in
oil with 0.4 volume submerged, the density of the
oil is",800 kg m-3,1 200 kg m-3,1 250 kg m-3,2 000 kg m-3,,,
JAMB,Physics,1992,"A platinum resistance thermometer wire has a
resistance of 5 ohms at 00C and 5.5 ohms at 100.
Calculate the temperature of the wire when the
resistance is 5.2 ohms",800C,600C,400C,100C,,,
JAMB,Physics,1992,"A bridge made of steel is 600m long. What is the
daily variation in its length if the night-time and
day-time temperatures are 100C and 350C
respectively. The linear expansivity of steel is
0.000012 C-1.",0.18cm,1.80cm,18.00cm,1800cm,,,
JAMB,Physics,1992,"One of the most important applications of bimetallic
strip is found in the construction of",A thermostat,An altimeter,A thermocouple,A hygrometer,,,
JAMB,Physics,1992,"At constant pressure, the density of a fixed mass
of gas is",Constant with temperature,Proportional to its volume,Inversely proportional to its temperature,Independent of its volume,,,
JAMB,Physics,1992,"How much heat is absorbed when a block of copper
of mass 0.05kg and specific heat capacity 390J kg-1 K-1 is heated from 200C to 700C?",3.98 x 10-1 J,9.75 x 102 J,3.98 x 103 J,9.75 x 103 J,,,
JAMB,Physics,1992,"A block of ice floats on water inside a container. If
the block of ice gets completely melted, the level
of water in the container will",Increase,Remain the same,Decrease,First decrease and then increase.,,,
JAMB,Physics,1992,"The space between the double glass walls of a
thermos flask is evacuated and the two surfaces
facing the evacuated space are silvered. The
residual source of heat loss takes place by",Convection,Radiation from the surfaces’,"Conduction through the stopper and the
glass.",Conduction across the walls.,,,
JAMB,Physics,1992,"The equation of wave is
y = 0.005 sin [x(0.5x – 200 t)]1
where x and y are in metres and t is in seconds.
What is the velocity of the wave?",4 000 m s-1,400 m s-1,250 m s-1,40 m s-1,,,
JAMB,Physics,1992,"Which of the following characteristics of a wave
is used in the measurement of the depth of the
sea?",Diffraction,Interference,Refraction,Reflection,,,
JAMB,Physics,1992,A note is the octave of another note if it has,A frequency twice that of the first note,Frequency half that of the first note,The same frequency as the first one,"A frequency eight times that of the first
note.",,,
JAMB,Physics,1992,"What is the frequency of the sound made by a
siren having a disc with 32 holes and making 25
revolutions per second?",80 Hz,600 Hz,800 Hz,1 600 Hz,,,
JAMB,Physics,1992,"Which of the following properties make the convex
mirror useful as a driving mirror?
I
The image is real
II
The image is erect
III
It has a wide field of view
IV
The image is magnified","I, II and IV","I, II and III",II and III,I and III.,,,
JAMB,Physics,1992,"When an object is placed very close to the pole of
a concave mirror, the virtual image obtained is",Diminished and upright,Diminished and inverted,Enlarged and inverted,Enlarged and upright.,,,
JAMB,Physics,1992,"A concave mirror has a radius of curvature of 36cm.
At what distance from the mirror should an object
be placed to give a real image three times the ize of
the object?",12 cm,24 cm,48 cm,108 cm,,,
JAMB,Physics,1992,"Which of the following statements is CORRECT
about a long-sighted boy who does not put on
glasses?",He cannot see distance objects clearly,"Rays of light from a close objects are focused
in front of his retina",His eyeball is too long,"Parallel rays of light are focused behind his
retina.",,,
JAMB,Physics,1992,"The speed of light in air is 3 x 108 m s-1. What is the
peed in glass with a refractive index of 1.50?",1.5 x 108 m s-1,3.0 x 108 m s-1,2.0 x 108 m s-1,6.0 x 108 m s-1.,,,
JAMB,Physics,1992,"If the refractive index of a medium in air is 2.0, what
is the critical angle for this medium?",300,420,450,500,,,
JAMB,Physics,1992,"Which of the following arrangements of the
components of electromagnetic spectrum is in
ascending order of wavelengths?","Gamma rays, ultraviolet rays, x-rays, infra-red
rays.","Gamma rays, x-rays, ultraviolet rays, infra-red
rays","Infra-red rays, ultraviolet rays, x-rays, gamma
rays.","Gamma rays, ultraviolet rays, infra-red rays, x-
rays.",,,
JAMB,Physics,1992,"The diagram above represents the field pattern
obtained by bringing the poles of two magnets
near each other. The poles must be",N – N poles,S – S poles,S – N poles,N – S poles,,,
JAMB,Physics,1992,"The angle between the direction of the earth’s
magnetic field and the horizontal is called the",Angle of deviation,Magnetic declination,Magnetic meridian,Angle of dip,,,
JAMB,Physics,1992,"Calculate the force acting on an electron of charge
1.6 x 10-19 C placed in an electric field of intensity
108V m-‘.",1.6 x 10-11 N,1.6 x 10-14 N,1.6 x 10-16 N,1.0 x 10-16 N,,,
JAMB,Physics,1992,"When an ebonite rod is rubbed with fur, it has",No charge at all,A negative charge,A positive charge,Negative and positive charges.,,,
JAMB,Physics,1992,"Which of the following factors has no effect on
e.m.f. of a primary cell?",Temperature,Size of the cell,Nature of the plates,Nature of the electrolyte.,,,
JAMB,Physics,1992,"A wire of length 15m made of a material of resistivity
1.8 x 10-6 ohms-m has a resistance of 0.27 ohms.
Determine the area of the wire",1.5 x 10-4 m2,1.0 x 10-4 m2,2.7 x 10-5 m2,7.3 x 10-5 m2,,,
JAMB,Physics,1992,"The diagram above shows a meter bridge in which
two of the arms contain resistances R and 2 ohms.
A balance point is obtained at 60cm from the left
end. Calculate the value of R.",1.2 Ohms,1.3 Ohms,3.0 Ohms,6.0 Ohms,,,
JAMB,Physics,1992,"The circuit diagram above contains four ammeter
W, X, Y and Z. Which of the following statements
about the ammeter reading is correct?","The reading of W is equal to that of Y
and twice that of X.",The reading of y is greater than that of Z,"The readings of W and Y are equal and
each is greater than that of X.","The reading of Z is equal to the sum of
the readings of W and Y.",,,
JAMB,Physics,1992,"A 5-V battery is connected across the plates of a
2.0 ìF unchanged parallel plate capacitor. The
charge on the capacitor after a long time is",1.5 uC,10.0 uC,20.0 uC,50.0 uC,,,
JAMB,Physics,1992,"Which of the following apparatus will require the
smallest fuse rating for its protection?","60W, 240V","60W, 40V","40W, 12V","40W, 5V",,,
JAMB,Physics,1992,"A capacitor of 10 ìF is connected across a cell of 12 volts as shown above. Calculate the energy
stored in the capacitor.",7.2 x 10-4 J,1.4 x 10-3 J,1.4 x 10-4 J,1.3 x 10-2 J,,,
JAMB,Physics,1992,"The heat produced in a conductor carrying an
electric is","Inversely proportional to the current and
the resistance","Directly proportional to the current, resistance
and the time.","Inversely proportional to the square of the
resistance, current and the time.","Directly proportional to the square of the
current, the resistance and the time.",,,
JAMB,Physics,1992,"PQRS is a rectangular cell with PQ perpendicular
to the magnetic field as shown in the diagram. If a
current flows in the direction PQRS, in what
direction will the coil move?
a.
Upwards
b.
Downwards
c.
Towards the north pole
d.
Towards the south pole.",,,,,,,
JAMB,Physics,1992,"The maximum permissible current through a
galvanometer G of internal resistance 10Ù is 0.05A.
A resistance R is used to convert G into a voltmeter
with a maximum reading of 100V. Find the value of
R and how it is connected to G.","20,000 ohms in parallel","19,990 ohms in series","1,990 ohms in series",100 ohms in series,,,
JAMB,Physics,1992,"In alternating current theory, the unites of
impedance, r.m.s. voltage and resonance frequency
are respectively equal to","Volt, ampere and hertz","Ohm, volt and hertz","Watt, ohm and radian","Ohm, hertz and joule.",,,
JAMB,Physics,1992,"In A.C. circuit theory, the root mean square (r.m.s.)
current, Irms, and the peak (maximum) current I0 are related by",I0 = Irms/ 2,Irms = I0/ 2,Irms = 1/ I0 2,I0 = 1/Irms 2,,,
JAMB,Physics,1992,"Which of the following graphs correctly illustrates
the number of remaining atoms during a radioactive
decay.",,,,,,,
JAMB,Physics,1992,"The threshold frequency for photoelectric effect
depends on the",Intensity of incident light,Frequency of incident light,Material of the photocathode,"Potential difference between the cathode
and the mode",,,
JAMB,Physics,1992,"After three half life, the function of a radioactive
material that has decayed is",1/8,1/3,2/3,7/8,,,
JAMB,Physics,1992,"2
1
7
3Al + 1
0n ’! 2
1
4
1Na + X
In the nuclear reaction above, the product denoted
by X is",A proton,A gamma ray,A helium particle,An alpha particle.,,,
JAMB,Physics,1993,"Which of the following quantities has the same
unit as the watt?",Force x time,Force x distance,Force x acceleration,Force x velocity,,,
JAMB,Physics,1993,"The external and internal diameters of a tube are
measured as (32 ± 2)mm and (21 ± 1) mm
respectively. Determine the percentage error in the
thickness of the tube.",27,14%,9%,3%,,,
JAMB,Physics,1993,"The diagram above shows a velocity – time graph
representing the motion of a car. Find the total distance covered during the acceleration and the
retardation periods of the motion.",75m,150m,300m,375m,,,
JAMB,Physics,1993,"Two forces of magnitudes 7N and 3N act at right
angles to each other. The angle è between the
resultant and the 7N force is given by",Cos Q = 3/7,Sin Q = 3/7,Tan Q = 3/7,Cot Q= 3/7,,,
JAMB,Physics,1993,"An earoplane lands on a runway at a speed of
180kmh-1 and is brought to a stop uniformly in 30
seconds. What distance does it cover on the
runway before coming to rest",360m,540m,750m,957m,,,
JAMB,Physics,1993,"A rocket burns fuel at the rate of 10kg s-1 and eject
it with a velocity of 5 x 103m s-1.the thrust
exerted by the gas on the rocket is",2.5 x 107 N,5.0 x 104 N,5.0 x 102 N,2.0 x 10-3 N,,,
JAMB,Physics,1993,"The force experienced by an object of mass 60.0kg
in the moon’s gravitational field is 1.002 x 103 N.
What is the intensity of the gravitational field?",0.60 N kg-1,1.67 N kg-1,6.12 x 102 N kg-1,9.81 ms-1,,,
JAMB,Physics,1993,"Which of the following correctly describe the
energy changes in the generation of light by a
hydroelectric power station?","Electrical mechanical potential
light.","Potential mechanical electrical
light.","Mechanical sound electrical
light","Kinetic mechanical electrical
light.",,,
JAMB,Physics,1993,"A plane inclined at angle è has a velocity ratio of
10 : 1. The inclination of the plane to the horizontal
is given by",tan Q = 1/10,cot Q = 1/10,cos Q= 1/10,sin Q= 1/10,,,
JAMB,Physics,1993,"A weightless vessel of dimensions 4m x 3m x 2m is
filled with a liquid of density 1000 kgm-3 and sealed.
What is the maximum pressure this contain can
exert on a flat surface?
[g = 10 ms-2]",9 x 104 Nm-2,4 x 104 Nm-2,3 x 104 Nm-2,2 x 104 Nm-2,,,
JAMB,Physics,1993,"In the figure above the weight X is held in position
by pulling the rope KLM in the direction LM.
Which of the following diagrams shows the force
acting at point L",,,,,,,
JAMB,Physics,1993,"In the diagram above, a lever of length 200m is
used to lift a load of mass 180kg. The pivot at P is
120m from the load. What minimum force, F1 must
be applied at the end of the lever?",9 N,18 N,20 N,200 N,,,
JAMB,Physics,1993,"An object of mass 400g and density 600 kgm-3 is
suspended with a string so that half of it if
immersed in paraffin of density 900 kgm-3. The
tension in the string is",1.0 N,3.0 N,4.0 N,5.0 N,,,
JAMB,Physics,1993,"The thermometric property of the thermocouple is
that its",e.m.f. changes with temperature,Resistance changes with temperature,Volume changes with temperature,Pressure changes with resistance.,,,
JAMB,Physics,1993,"A metal rod 800mm long is heated from 100C to
950C. If it expands by .36mm, the linear expansivity
of the metal is",2.0 x 102 K-1,2.0 x 10-2 K-1,5.0 x 10-2 K-1,2.0 x 10-5 K-1,,,
JAMB,Physics,1993,"When the volume of a given mass of gas in halved
and its temperature doubled, the pressure",Remains constant,Increases by a factor of 4,Increases by a factor of 3,Decreases by a factor of 4,,,
JAMB,Physics,1993,"200g of water at 900C is mixed with 100g of water at
300C. What is the final temperature?",500C,600C,700C,800C,,,
JAMB,Physics,1993,"A block of ice at 00C is put in an open vessel and
heated uniformly until half the water boils off. Which of the following graphs best illustrates the
change in temperature during the process?",,,,,,,
JAMB,Physics,1993,"The melting point of a solid is given at 800C. if 105J
of heat energy is required at this temperature to
melt 10g of the solid, the specific latent heat of
fusion of the solid is",1.00 x 103 J kg-1,1.25 x 105 J kg-1,1.00 x 107 J kg-1,"8.00 x 108 J kg-1 Use the figure below which shows a stationary
wave in a closed tube to answer questions 20 and
21.",,,
JAMB,Physics,1993,"The relationship between L and the wavelength ë
of the stationary wave is",2L =,L =,L = /3,4L = 3,,,
JAMB,Physics,1993,"Determine the distance between the consecutive
antinodes XX if the wavelength is 66cm.",15 cm,30cm,60cm,120cm,,,
JAMB,Physics,1993,"Which of the following waves can propagate
through a vacuum?",High velocity sound waves,Ultrasonic waves,Acoustic waves,Infra-red waves,,,
JAMB,Physics,1993,"Radio waves emitted from an antenna are picked
up by a radar after reflection from an aircraft in 4 x
10-ss. How far is the aircraft from the antenna?
[c = 3 x 108 ms-1]",6.0 x 102 km,1.2 x 103 km,3.0 x 103 km,6.0 x 105 km,,,
JAMB,Physics,1993,"The fundamental frequency of vibration (f) of a
wire is measured as a function of the tension (T) in
the wire. Which of the following curves adequately
represents the data?",,,,,,,
JAMB,Physics,1993,"Two mirrors, M1, M2 are inclined at right angles as
shown above. Calculate the angle of reflection of
the ray of light at mirror M2.",300,450,600,900,,,
JAMB,Physics,1993,"Which of the following expressions gives the linear
magnification produced by a concave mirror of
radius of curvature r, if u and v are the object and
image distances respectively?","v 1
r","2 v 1
r","u 1
r","2u 1
r",,,
JAMB,Physics,1993,"If the focal length of a camera lens is 20cm, the
distance from the film at which the lens must be
set to produce a sharp image of an object 100cm
away is",17cm,20cm,25cm,100cm,,,
JAMB,Physics,1993,"Which of the following may be used to explain a
mirage?
I
Layers of air near the road surface have
varying refractive indices in hot weather
II
Road surfaces sometimes becomes good
reflectors in hot weather.
III
Light from the sky can be reflected
upwards after coming close to the road
surface.",II only,II and III only,I and III only,"I, II and III.",,,
JAMB,Physics,1993,"A beam of light is incident from air to, water at an
angle 300, Find the angle of refraction if the
refractive index of water is 4/3.",150,180,220,240,,,
JAMB,Physics,1993,"The property of the eye known as its power of
accommodation is controlled by the",Pupil,Vitreous humour,Iris,Ciliary muscles,,,
JAMB,Physics,1993,"Which of the following correctly explains(s) why
a green leaf appears green in bright daylight?
I
It absorbs only the green component of
sunlight.
II
It absorbs all colours in sunlight except
green.
III
It reflects only the green component of
sunlight.",I only,II only,I and III only,II and III only.,,,
JAMB,Physics,1993,"A field that results from the contact of a positively
charged ball with the inner wall of an uncharged
hollow conducting sphere is",Inside the sphere,On the surface of the ball,Inside and outside the sphere,Outside the sphere.,,,
JAMB,Physics,1993,"A horizontal component of the earth’s magnetic
field and the magnetic field of a straight wire X
carries current into the plane of a paper. Which of
the following figures correctly illustrates the resultant magnetic field pattern in the horizontal
plane?",,,,,,,
JAMB,Physics,1993,"Which of the following correctly explain(s) why
soft iron is preferred to steel in electromagnets?
I
Soft iron is more readily magnetized than
steel.
II
Soft iron is more readily demagnetized
than steel.
III
Soft iron retains magnetism more than
steel.",I only,II and III only,I and II only,"I, II and III.",,,
JAMB,Physics,1993,"A current-carrying conductor experiences a force
when placed in a magnetic field because the",Conductor is magnetized,"Magnetic field of the current interacts
with external magnetic field.",Force is due to the motor principle,"Electric field of the current interacts with
the external magnetic field.",,,
JAMB,Physics,1993,"A simple cell with mercury-amalgamated zinc
electrode prevents",Local action,Polarization,Buckling,Degradation.,,,
JAMB,Physics,1993,"The terminal voltage of a battery is 4.0V when
supplying a current of 2.0A, and 2.0V when
supplying a current of 3.0A. The internal resistance
of the battery is",0.5 Ohms,1.0 Ohms,2.0 Ohms,4.0 Ohms,,,
JAMB,Physics,1993,The current 1 in the figure above is,4.00A,1.30A,0.80A,0.75A,,,
JAMB,Physics,1993,"A current of 100mA passes through a conductor
for 2 minutes. The quantity of electricity
transported is",200C,50C,12C,0.02C,,,
JAMB,Physics,1993,"A parallel plate capacitor of area 10cm2 in vacuum
has a capacitance of 10-2uF. What is the distance
between the plates?
(S0 = 9 x 10-12 Fm )",9 x 10-13 m,9 x 107 m,9 x 10-3 m,9 x 107 m,,,
JAMB,Physics,1993,"In the network shown above, determine the
potential difference across the 5ìF capacitor.",3V,6V,12V,18V,,,
JAMB,Physics,1993,"A 40-W instrument has a resistance of 90 ohms.
On what voltage should it be operated normally?",60V,150V,225V,3 600V,,,
JAMB,Physics,1993,"Which of the following devices may be used to
set u p the voltage in d.c. circuit?",A step-up tranformer,A d.c. generator,A wattmeter,An induction coil.,,,
JAMB,Physics,1993,The primary aim in high tension transmission is to,"Minimize electrical energy losses due to heat
production","Increase the rate of energy transfer by using
high voltage",Increase the current in the wires.,"Generate electricity at high current and low
voltage.",,,
JAMB,Physics,1993,"Determine the inductive reactance when a 30.0mH
inductor with a negligible resistance is connected
to a 1.30 x 103 Hz oscillator.",39.0 Ohms,122.5Ohms,245.0 Ohms,39000.0 Ohms,,,
JAMB,Physics,1993,"Which of the following statements correctly
describe(s) cathode rays?
I
They consist of tiny particles negative
electric charges
II
They are deflected in a magnetic field but
not in an electric field
III
They consist of fast moving neutrons and
deflected in an electric field.",I only,III only,I and II only,II and III only,,,
JAMB,Physics,1993,"Which of the following are produced after a nuclear
fusion process?
I
One heavy nucleus
II
Neutrons
III
Protons
IV
Energy",I and II,I and Iv,II and III,II and IV.,,,
JAMB,Physics,1993,"An element X of atomic number 88 and mass
number 226 decays to form an element Z by emitting
two beta particles and an alpha particles. Z is
represent by","22
8
2
2Z","22
8
2
8Z","22
8
6
6Z","22
8
6
0Z",,,
JAMB,Physics,1993,"The kinetic energy of a photoelectron liberated
from a metallic surface depends on the",Intensity of the incident radiation,Time duration of the incident radiation,Temperature of the incident radiation,Frequency of the incident radiation,,,
JAMB,Physics,1994,"1cm 2cm 5cm What is the reading of the vernier capilers shown
above?",1.79 cm,1.73 cm,1.39 cm,1.34 cm,,,
JAMB,Physics,1994,"If it takes 5.0 hours to drain a container of 540.0
cm3 of water, what is the flow rate of water from the
container in kgs-1?",32.5,31.5,30.8,"30.0
(Density of water = 100 kgm-3)",,,
JAMB,Physics,1994,"A boat travels due east at a speed of 40 ms-1. What
is the resultant speed of the boat?",1.3 ms-1,10.0ms-1,50.0 ms-1,70.0 ms-1,,,
JAMB,Physics,1994,"An object is projected with velocity of 80 ms-1 at
an angle of 30o to the horizontal. The maximum
height reached is",20 m,80 m,160 m,320 m,,,
JAMB,Physics,1994,"A motor vehicle is brought to rest from a speed of
15 ms-1 in 20 seconds. Calculate the retardation.",0.75 ms-2,1.33 ms-2,5.00 ms-2,7.50 ms-2,,,
JAMB,Physics,1994,"Which of the following is TRUE of a particle moving
in a horizontal circle with constant angular
velocity?","The energy is constant but the linear
momentum varies","The linear momentum is constant but the
energy varies.","Both energy and linear momentum are
constant.","The speed and the linear velocity are both
constant.",,,
JAMB,Physics,1994,"A stone thrown vertically upwards returns to the
ground. Which of the following figures represents
the velocity-time graph?",,,,,,,
JAMB,Physics,1994,"The diagram above shows a uniform wood of
weight 200 N and length 50 m. it is pivoted at one
end and suspended by a cord at the other end at
an angle of 30o to the wood. Calculate the tension
in the cord if the wood is horizontal.",10 N,20 N,100 N,200 N,,,
JAMB,Physics,1994,"An object of mass 50 kg is released from a height
of 2 m. find the kinetic energy just before it strikes
the ground.",250 J,1 000 J,10 000 J,100 000 J,,,
JAMB,Physics,1994,"A cone in an unstable equilibrium has its potential
energy",Decreased,Increased,Unchanged,Oscillating,,,
JAMB,Physics,1994,"Calculate the magnitude of the force required to
just move a 20 kg object along a horizontal surface
if the coefficient of friction is 0.2",400.0 N,40.0 N,4.0 N,0.4 N,,,
JAMB,Physics,1994,"Calculate the velocity ratio of a screw jack of pitch
0.3 cm if the length of the tommy bar is 21 cm.","1
140",14,70,140,,,
JAMB,Physics,1994,"Which of the following graphs correctly represents
the relationship between the load and the velocity
ratio of a machine?",,,,,,,
JAMB,Physics,1994,"A spring of length 25 cm is extended to 30 cm by a
load of 150 N attached to one of its ends. What is
the energy stored in the spring?",3750 J,2500 J,3.75 J,2.50 J,,,
JAMB,Physics,1994,"In the diagram above, if the atmospheric pressure
is 760 mm, the pressure in the chamber G is",660 mm,690 mm,830 mm,860 mm,,,
JAMB,Physics,1994,"A force of 15 N stretches a spring to a total length
of 30 cm. An additional force of 10 N stretches the
spring 5 cm further. Find the natural length of the
spring.",25.0 cm,22.5 cm,20.0 cm,15. 0 cm,,,
JAMB,Physics,1994,"Which of these statements are TRUE of pressure
in liquids?
I
Pressure acts equally in all
directions.
II
Pressure decreases with depth.
III
Pressure at the same level of a
liquid is the same.
IV
Pressure is dependent on the
cross-sectional area of the
barometer tube.",I and III only.,"I, II and III only.","I, II and IV only.","I, II, III and IV.",,,
JAMB,Physics,1994,"The mass of a specific gravity bottle is 15.2 g when
it is empty. It is 24.8 g when filled with kerosene
and 27.2 g when filled with distilled water. Calculate
the relative density of kerosene.",1.25,1.10,0.90,0.80,,,
JAMB,Physics,1994,"If a solid X floats in liquid P of relative density 2.0
and in liquid Q of relative density 1.5, it can be
inferred that the","Weight of P displaced is greater than that
of Q","Weight of P displaced is less than that of
Q","Volume of P displaced is greater than that
of Q","Volume of P displaced is les than that of
Q.",,,
JAMB,Physics,1994,"The melting point of naphthalene is 780C. What is
this temperature in Kelvin?",100 K,315 K,378 K,444 K,,,
JAMB,Physics,1994,"A motor tyre is inflated to pressure of 2.0 x 105 Nm- 2 when the temperature of air is 27oC. What will be
the pressure in it at 87oC assuming that the volume
of the tyre does not change?",2.6 x 105 Nm-2,2.4 x 105 Nm-2,2.2 x 105 Nm-2,1.3 x 105 Nm-2,,,
JAMB,Physics,1994,"When 100 g of liquid L1 at 78oC was mixed Xg of
liquid L2 at 50oC, the final temperature was 66oC.
Given that the specific heat capacity of L2 is half
that of L1, find X.",50 g,100 g,150 g,200 g,,,
JAMB,Physics,1994,"A volume of water is heated from 0oC to 15oC. Which
of the following diagrams correctly represents the
variation of the volume with temperature? .",,,,,,,
JAMB,Physics,1994,"Heat is supplied to a test tube containing 100 g of
ice at its melting point. The ice melts completely in
1 min. what is the power rating of the source of
heat?",336 W,450 W,560 W,"600 W
(Latent heat of fusion of ice = 336 Jg-1)",,,
JAMB,Physics,1994,"If a room is saturated with water vapour, the
temperature of the room must be",at 00C,above the dew point,at 1000C,below or at the dew point.,,,
JAMB,Physics,1994,"Which of the following graphs represents the
variation of pressure P against volume V at
constant temperature?",,,,,,,
JAMB,Physics,1994,"Two similar kettles containing equal masses of
boiling water are placed on a table. If the surface
of one is highly polished and the surface of the
other is covered with soot, which of the following
observations is correct?",,,,,,,
JAMB,Physics,1994,"The equation of a transverse wave traveling along
a string is given by y = 0.3 sin (0.5x – 50t) where y
and x are in cm and t is in seconds. Find the
maximum displacement of the particles from the
equilibrium position.",50.0 cm,2.5 cm,0.5 cm,0.3 cm,,,
JAMB,Physics,1994,"The sound from a source traveled to the bottom of
the sea and the echo was heard 4s latter. If the
speed of sound in sea water is 1500 ms-1, the depth
of the sea is",6000 m,3000 m,1500 m,375 m,,,
JAMB,Physics,1994,"The fundamental frequency of vibration of a
sonometer wire may be halved by",Doubling the length of the wire,Doubling the mass of the wire,Reducing the tension by half,"Reducing the absolute temperature by
half.",,,
JAMB,Physics,1994,"A pipe of length 45 cm is closed at one end.
Calculate the fundamental frequency of the sound
wave generated in the pipe if the velocity of sound
in air is 360 ms-1 (Neglect end corrections).",55. Hz,148.5 Hz,200.00 Hz,550.0 Hz,,,
JAMB,Physics,1994,"The note produced by a stretched string has a
fundamental frequency of 400 Hz. If the length of
the string is doubled while the tension in the string
is increased by a factor of 4, the frequency is",200 Hz,400 Hz,800 Hz,1600 Hz,,,
JAMB,Physics,1994,"To produce a parallel beam of light from a concave
mirror, the distance at which the lamp should be
placed from the mirror is equal to",the focal length,two times the focal length,the distance of the image,two times the radius of curvature.,,,
JAMB,Physics,1994,"Light of frequency 6.0 x 1014 Hz traveling in air is
transmitted through glass of refractive index 1.5.
Calculate the frequency of the light in the glass.",4.0 x 1014 Hz,6.0 x 1014 Hz,7.5 x 1014 Hz,9.0 x 1014 Hz,,,
JAMB,Physics,1994,"An object is placed in front of a converging lens
of focal length 200 cm. The image is virtual and
has a magnification of 2. what is the distance of
the object from the lens?",5 cm,10 cm,30 cm,40 cm,,,
JAMB,Physics,1994,"An object is placed directly below a glass block of
thickness 3.0 cm. Calculate the lateral displacement
of the object if the refractive index of the glass is
1.5",1.0 cm,1.5 cm,2.0 cm,2.5 cm,,,
JAMB,Physics,1994,"In a projection lantern of focal length ƒ, the object
distance u, is such that",u > 2ƒ > ƒ,u < ƒ < 2ƒ,u = ƒ < 2ƒ,ƒ < u < 2ƒ,,,
JAMB,Physics,1994,"If the Nigerian flag (green, white, green) is viewed
in pure yellow light, which of the following set of
colours would be observed on the flag?","Green, yellow, green","Red, yellow, red.","Black, yellow, black.","Green, white, green.",,,
JAMB,Physics,1994,"Which of the figures below illustrates the
dispersion of white light through a triangular glass
prism?",,,,,,,
JAMB,Physics,1994,"Which of the following has the lowest internal
resistance when new?",Leclanche cell.,Daniel cell.,Accumulator,Torch battery.,,,
JAMB,Physics,1994,"When biro pen rubbed on a dry silk cloth is moved
very closed to a piece of paper on a dry table, the
pen is found to pick up the paper. This is because",Both the pen and the cloth are magnetized,"The pen is magnetized but the cloth is
not","The pen is charged while the cloth is
magnetized",Both the pen and the cloth are charged.,,,
JAMB,Physics,1994,"In the figure above, XY is of length 1m. The value
of R at balance point Z is",3.0 Ohms,13.3 Ohms,15.0 Ohms,30.0 Ohms,,,
JAMB,Physics,1994,"A capacitor 8 uF, is charged to a potential difference
of 100V. The energy stored by the capacitor is",1.0 x 104 J,8.0 x 10 J,1.25 x 10 J,4.0 x 10-2 J,,,
JAMB,Physics,1994,"Two resistors, R1 = 4Ohms and R2 = 5 Ohms, are
connected in parallel across a potential difference.
If P1 and P2 represent the power dissipated in R1
and R2 respectively, the ratio P1 :P2 is",4 : 5,5 : 4,16 : 25,25 : 16,,,
JAMB,Physics,1994,"In the circuit diagram above, calculate the current
in the 12 – Ohms resistor if the cell has an e.m.f. of
12V and an internal resistance of 1 ohms.",0.8 A,1.0 A,1.6 A,2.4 A,,,
JAMB,Physics,1994,"Which of the following are found in the receiver
but not in the microphone of a telephone handset?
I
Diaphragm
II
Soft iron ole pieces.
III
Permanent magnet.
IV
Carbon blocks",I and II,I and IV.,II and III,III and IV.,,,
JAMB,Physics,1994,"If two parallel conductors carry currents flowing
in the same direction, the conductors will",Attract each other,Repel each other,Both move in the same direction,Have no effect on each other.,,,
JAMB,Physics,1994,"A certain radioisotope of 235U emits
92
four alpha particles and three beta particles. The
mass number and the atomic number of the
resulting element respectively are",219 and 87,84 and 223,223 and 87,219 and 81,,,
JAMB,Physics,1994,"In the curve above, PQRST represents an
alternating voltage frequency 50 Hz. The time
interval between point P and R on the graph is",25 s,"1 S
50","1 S
100","1 S
200",,,
JAMB,Physics,1994,"If the light with photon energy 2 eV is incident
suitably on the surface of a metal with work
function 3 eV, then",No electron will be emitted,"The few electrons emitted will have a
maximum kinetic energy of 1 eV","The few electrons emitted will have a
maximum kinetic energy of 3 eV",Many electrons will be emitted.,,,
JAMB,Physics,1995,"Which of the following is the dimension of
pressure?",ML-1T-2,MLT-2,ML2T-3,ML-3,,,
JAMB,Physics,1995,"The length of a displaced pendulum bob which
passes its lowest point twice every second is",0.25m,0.45m,0.58m,"1.00m
[g = 10ms-2]",,,
JAMB,Physics,1995,"In the diagram above, P, Q and R are vectors. Which
of the following options gives the correct
relationship between the vectors?",P = Q + R,P = Q – R,P = R – Q,P + Q + R = 0,,,
JAMB,Physics,1995,The value of T in the figure above is,10.0 N,11.8 N,20.0 N,40.0 N,,,
JAMB,Physics,1995,"When a ball rolls on a smooth level ground, the
motion of its centre is",Translational,Oscillatory,Random,Rotational,,,
